CustomerID,Gender,Age,Annual Income (k$),Spending Score (1-100)
0.0,Male,0.019230769230769273,0.0,0.38775510204081626
0.005025125628140704,Male,0.05769230769230771,0.0,0.8163265306122448
0.010050251256281405,Female,0.03846153846153849,0.008196721311475405,0.05102040816326531
0.01507537688442211,Female,0.0961538461538462,0.008196721311475405,0.7755102040816326
0.020100502512562814,Female,0.25,0.016393442622950824,0.39795918367346933
0.025125628140703515,Female,0.07692307692307698,0.016393442622950824,0.7653061224489796
0.03015075376884422,Female,0.326923076923077,0.024590163934426215,0.05102040816326531
0.035175879396984924,Female,0.0961538461538462,0.024590163934426215,0.9489795918367346
0.04020100502512563,Male,0.8846153846153847,0.032786885245901634,0.020408163265306124
0.04522613065326633,Female,0.23076923076923084,0.032786885245901634,0.7244897959183673
0.05025125628140704,Male,0.9423076923076924,0.032786885245901634,0.13265306122448978
0.055276381909547735,Female,0.326923076923077,0.032786885245901634,0.9999999999999999
0.06030150753768845,Female,0.7692307692307693,0.04098360655737705,0.14285714285714282
0.06532663316582915,Female,0.11538461538461542,0.04098360655737705,0.7755102040816326
0.07035175879396986,Male,0.3653846153846154,0.04098360655737705,0.12244897959183672
0.07537688442211056,Male,0.07692307692307698,0.04098360655737705,0.7959183673469387
0.08040201005025126,Female,0.326923076923077,0.049180327868852444,0.346938775510204
0.08542713567839197,Male,0.03846153846153849,0.049180327868852444,0.6632653061224489
0.09045226130653267,Male,0.6538461538461539,0.06557377049180328,0.2857142857142857
0.09547738693467338,Female,0.326923076923077,0.06557377049180328,0.9897959183673468
0.10050251256281408,Male,0.326923076923077,0.07377049180327867,0.346938775510204
0.10552763819095479,Male,0.13461538461538464,0.07377049180327867,0.7346938775510203
0.11055276381909548,Female,0.5384615384615385,0.08196721311475409,0.04081632653061224
0.11557788944723618,Male,0.25,0.08196721311475409,0.7346938775510203
0.12060301507537688,Female,0.6923076923076924,0.10655737704918032,0.13265306122448978
0.1256281407035176,Male,0.21153846153846156,0.10655737704918032,0.8265306122448979
0.1306532663316583,Female,0.5192307692307693,0.10655737704918032,0.31632653061224486
0.135678391959799,Male,0.326923076923077,0.10655737704918032,0.6122448979591836
0.1407035175879397,Female,0.42307692307692313,0.11475409836065574,0.3061224489795918
0.14572864321608042,Female,0.0961538461538462,0.11475409836065574,0.8775510204081631
0.15075376884422112,Male,0.8076923076923078,0.12295081967213116,0.030612244897959183
0.15577889447236182,Female,0.05769230769230771,0.12295081967213116,0.7346938775510203
0.16080402010050251,Male,0.6730769230769232,0.14754098360655737,0.030612244897959183
0.1658291457286432,Male,0.0,0.14754098360655737,0.9285714285714285
